Report_Date,Borough,Community_Districts,Census_Type,Adult_Family_Commercial_Hotel,Adult_Family_Shelter,Adult_Shelter,Adult_Shelter_Commercial_Hotel,Family_Cluster,Family_with_Children_Commercial_Hotel,Family_with_Children_Shelter
5/31/20,Brooklyn,1,Individuals,,158,461,227,,106,
5/31/20,Brooklyn,2,Individuals,,122,291,143,,,62
5/31/20,Brooklyn,3,Individuals,,,86,101,208,182,564
5/31/20,Brooklyn,4,Individuals,,,156,288,66,,838
5/31/20,Brooklyn,5,Individuals,,,434,358,,249,385
5/31/20,Brooklyn,6,Individuals,,105,51,422,,,
5/31/20,Brooklyn,7,Individuals,,,183,378,,343,
5/31/20,Brooklyn,8,Individuals,,,321,88,,,493
5/31/20,Brooklyn,9,Individuals,,,110,,,,431
5/31/20,Brooklyn,10,Individuals,,,,,,,
5/31/20,Brooklyn,11,Individuals,,,,,,,
5/31/20,Brooklyn,12,Individuals,,,,100,,,121
5/31/20,Brooklyn,13,Individuals,,,,,,119,
5/31/20,Brooklyn,14,Individuals,,,,,,,94
5/31/20,Brooklyn,15,Individuals,,,,,,,191
5/31/20,Brooklyn,16,Individuals,,,252,297,,250,2480
5/31/20,Brooklyn,17,Individuals,,,,136,,,697
5/31/20,Brooklyn,18,Individuals,,361,,,,,819
5/31/20,Manhattan,1,Individuals,,,,52,,116,
5/31/20,Manhattan,2,Individuals,,,,175,,,
5/31/20,Manhattan,3,Individuals,,,505,347,22,151,349
5/31/20,Manhattan,4,Individuals,,,66,987,,536,
5/31/20,Manhattan,5,Individuals,,297,,1318,,1778,311
5/31/20,Manhattan,6,Individuals,,,546,490,,,
5/31/20,Manhattan,7,Individuals,,208,226,429,,,566
5/31/20,Manhattan,8,Individuals,,,76,304,,,
5/31/20,Manhattan,9,Individuals,,,,,,,721
5/31/20,Manhattan,10,Individuals,,356,455,,,,820
5/31/20,Manhattan,11,Individuals,,,829,,,,621
5/31/20,Manhattan,12,Individuals,,,205,,,119,
5/31/20,Queens,1,Individuals,,,196,671,,190,386
5/31/20,Queens,2,Individuals,,303,,106,,501,209
5/31/20,Queens,3,Individuals,,,,283,,,778
5/31/20,Queens,4,Individuals,,,,163,,80,505
5/31/20,Queens,5,Individuals,,,182,,,,
5/31/20,Queens,6,Individuals,,,,,,,
5/31/20,Queens,7,Individuals,,,100,,,137,
5/31/20,Queens,8,Individuals,,,,,,,315
5/31/20,Queens,9,Individuals,,,,,,,
5/31/20,Queens,10,Individuals,380,,163,59,,358,
5/31/20,Queens,11,Individuals,,,,,,,
5/31/20,Queens,12,Individuals,,269,195,1332,,54,1326
5/31/20,Queens,13,Individuals,,,,554,,202,783
5/31/20,Queens,14,Individuals,,312,,,,190,157
5/31/20,Staten Island,1,Individuals,,,,,,,114
5/31/20,Staten Island,2,Individuals,,,,,,,
5/31/20,Staten Island,3,Individuals,,,,,,,
6/30/20,Bronx,1,Individuals,,181,47,,27,71,1233
6/30/20,Bronx,2,Individuals,,192,,,212,,789
6/30/20,Bronx,3,Individuals,,262,228,,83,275,1399
6/30/20,Bronx,4,Individuals,,,208,100,1047,,2087
6/30/20,Bronx,5,Individuals,,219,,,824,,1093
6/30/20,Bronx,6,Individuals,,96,52,71,202,,1994
6/30/20,Bronx,7,Individuals,,107,98,,244,,272
6/30/20,Bronx,8,Individuals,,,,,,,245
6/30/20,Bronx,9,Individuals,,,,,451,,349
6/30/20,Bronx,10,Individuals,,,,,,,589
6/30/20,Bronx,11,Individuals,,,,,,,
6/30/20,Bronx,12,Individuals,,,73,142,,,292
6/30/20,Brooklyn,1,Individuals,,172,442,211,,102,
6/30/20,Brooklyn,2,Individuals,,135,102,141,,,63
6/30/20,Brooklyn,3,Individuals,,,31,102,207,188,555
6/30/20,Brooklyn,4,Individuals,,,99,284,57,,836
6/30/20,Brooklyn,5,Individuals,,,468,388,,234,284
6/30/20,Brooklyn,6,Individuals,,113,50,427,,,59
6/30/20,Brooklyn,7,Individuals,,,179,457,,318,
6/30/20,Brooklyn,8,Individuals,,,238,86,,,468
6/30/20,Brooklyn,9,Individuals,,,112,,,,423
6/30/20,Brooklyn,10,Individuals,,,,,,,
6/30/20,Brooklyn,11,Individuals,,,,,,,
6/30/20,Brooklyn,12,Individuals,,,,93,,,117
6/30/20,Brooklyn,13,Individuals,,,,,,118,
6/30/20,Brooklyn,14,Individuals,,,,,,,89
6/30/20,Brooklyn,15,Individuals,,,,,,,186
6/30/20,Brooklyn,16,Individuals,,,232,259,,243,2467
6/30/20,Brooklyn,17,Individuals,,,,131,,,701
6/30/20,Brooklyn,18,Individuals,,364,,,,,826
6/30/20,Manhattan,1,Individuals,,,,182,,135,
6/30/20,Manhattan,2,Individuals,,,,195,,,
6/30/20,Manhattan,3,Individuals,,,243,540,22,147,325
6/30/20,Manhattan,4,Individuals,,,244,1384,,396,
6/30/20,Manhattan,5,Individuals,,321,,1800,,1788,326
6/30/20,Manhattan,6,Individuals,,,540,523,,,
6/30/20,Manhattan,7,Individuals,,214,142,447,,,563
6/30/20,Manhattan,8,Individuals,,,40,306,,,
6/30/20,Manhattan,9,Individuals,,,,,,,697
6/30/20,Manhattan,10,Individuals,,4,343,,,,790
6/30/20,Manhattan,11,Individuals,,,627,,,,595
6/30/20,Manhattan,12,Individuals,,,178,,,117,
6/30/20,Queens,1,Individuals,,,,979,,190,365
6/30/20,Queens,2,Individuals,,298,,113,,475,196
6/30/20,Queens,3,Individuals,,,,286,,,768
6/30/20,Queens,4,Individuals,,,,164,,100,503
6/30/20,Queens,5,Individuals,,,100,,,,
6/30/20,Queens,6,Individuals,,,,,,,
6/30/20,Queens,7,Individuals,,,192,,,121,
6/30/20,Queens,8,Individuals,,,,,,,317
6/30/20,Queens,9,Individuals,,,,,,,
6/30/20,Queens,10,Individuals,380,,56,96,,343,
6/30/20,Queens,11,Individuals,,,,,,,
6/30/20,Queens,12,Individuals,,279,164,1347,,,1358
6/30/20,Queens,13,Individuals,,,,559,,203,741
6/30/20,Queens,14,Individuals,,317,,189,,187,162
6/30/20,Staten Island,1,Individuals,,,,,,,120
6/30/20,Staten Island,2,Individuals,,,,,,,
6/30/20,Staten Island,3,Individuals,,,,,,,
7/31/20,Bronx,1,Individuals,,183,80,,32,68,1220
7/31/20,Bronx,2,Individuals,,188,0,,211,,717
7/31/20,Bronx,3,Individuals,,260,235,,85,277,1377
7/31/20,Bronx,4,Individuals,,,206,100,1040,,2049
7/31/20,Bronx,5,Individuals,,213,0,,838,,1054
7/31/20,Bronx,6,Individuals,,86,47,71,203,,1976
7/31/20,Bronx,7,Individuals,,101,100,,247,,273
7/31/20,Bronx,8,Individuals,,,,,,,249
7/31/20,Bronx,9,Individuals,,,0,,232,,660
7/31/20,Bronx,10,Individuals,,,,,,,594
7/31/20,Bronx,11,Individuals,,,,,,,
7/31/20,Bronx,12,Individuals,,,73,140,,,280
7/31/20,Brooklyn,1,Individuals,,154,318,218,,97,
7/31/20,Brooklyn,2,Individuals,,116,103,200,,,64
7/31/20,Brooklyn,3,Individuals,,,31,101,198,188,460
7/31/20,Brooklyn,4,Individuals,,,92,285,53,,809
7/31/20,Brooklyn,5,Individuals,,,437,378,,206,270
7/31/20,Brooklyn,6,Individuals,,113,52,427,,,155
7/31/20,Brooklyn,7,Individuals,,,184,468,,245,
7/31/20,Brooklyn,8,Individuals,,,211,88,,,449
7/31/20,Brooklyn,9,Individuals,,,112,,,,420
7/31/20,Brooklyn,10,Individuals,,,,,,,
7/31/20,Brooklyn,11,Individuals,,,,,,,
7/31/20,Brooklyn,12,Individuals,,,,99,,,132
7/31/20,Brooklyn,13,Individuals,,,,,,116,
7/31/20,Brooklyn,14,Individuals,,,,,,,89
7/31/20,Brooklyn,15,Individuals,,,,,,,199
7/31/20,Brooklyn,16,Individuals,,,282,248,,248,2397
7/31/20,Brooklyn,17,Individuals,,,,136,,,669
7/31/20,Brooklyn,18,Individuals,,360,,,,,792
7/31/20,Manhattan,1,Individuals,,,,165,,126,
7/31/20,Manhattan,2,Individuals,,,,192,,,
7/31/20,Manhattan,3,Individuals,,,195,541,15,177,328
7/31/20,Manhattan,4,Individuals,,,,1456,,430,
7/31/20,Manhattan,5,Individuals,,299,,1804,,1748,325
7/31/20,Manhattan,6,Individuals,,,510,516,,,
7/31/20,Manhattan,7,Individuals,,204,137,661,,,585
7/31/20,Manhattan,8,Individuals,,,39,306,,,
7/31/20,Manhattan,9,Individuals,,,,,,,669
7/31/20,Manhattan,10,Individuals,,,256,,,,805
7/31/20,Manhattan,11,Individuals,,,709,,,,582
7/31/20,Manhattan,12,Individuals,,,212,,,109,
7/31/20,Queens,1,Individuals,,,,1016,,185,372
7/31/20,Queens,2,Individuals,,285,,109,,442,206
7/31/20,Queens,3,Individuals,,,50,238,,,763
7/31/20,Queens,4,Individuals,,,,165,,88,501
7/31/20,Queens,5,Individuals,,,90,,,,
7/31/20,Queens,6,Individuals,,,,,,,
7/31/20,Queens,7,Individuals,,,101,198,,129,
7/31/20,Queens,8,Individuals,,,,,,,320
7/31/20,Queens,9,Individuals,,,,,,,
7/31/20,Queens,10,Individuals,369,,160,51,,319,
7/31/20,Queens,11,Individuals,,,,,,,
7/31/20,Queens,12,Individuals,,260,154,1234,,,1376
7/31/20,Queens,13,Individuals,,,,556,,192,735
7/31/20,Queens,14,Individuals,,305,,191,,177,158
7/31/20,Staten Island,1,Individuals,,,,,,,100
7/31/20,Staten Island,2,Individuals,,,,,,,
7/31/20,Staten Island,3,Individuals,,,,,,,
8/31/20,Bronx,1,Individuals,,190,83,,33,68,1224
8/31/20,Bronx,2,Individuals,,170,,,207,,741
8/31/20,Bronx,3,Individuals,,269,221,66,81,127,1372
8/31/20,Bronx,4,Individuals,,,208,100,962,,2064
8/31/20,Bronx,5,Individuals,,213,,,795,,1066
8/31/20,Bronx,6,Individuals,,72,44,71,200,,1951
8/31/20,Bronx,7,Individuals,,105,93,,252,,271
8/31/20,Bronx,8,Individuals,,,,,,,237
8/31/20,Bronx,9,Individuals,,,,,231,,667
8/31/20,Bronx,10,Individuals,,,,,,,590
8/31/20,Bronx,11,Individuals,,,,,,,
8/31/20,Bronx,12,Individuals,,,71,141,,,283
8/31/20,Brooklyn,1,Individuals,,159,329,222,,97,
8/31/20,Brooklyn,2,Individuals,,76,104,297,,,70
8/31/20,Brooklyn,3,Individuals,,,31,103,128,206,468
8/31/20,Brooklyn,4,Individuals,,,99,285,61,,785
8/31/20,Brooklyn,5,Individuals,,,440,382,,92,281
8/31/20,Brooklyn,6,Individuals,,110,51,429,,,183
8/31/20,Brooklyn,7,Individuals,,,188,455,,122,
8/31/20,Brooklyn,8,Individuals,,,222,90,,,439
8/31/20,Brooklyn,9,Individuals,,,112,,,,432
8/31/20,Brooklyn,10,Individuals,,,,,,,
8/31/20,Brooklyn,11,Individuals,,,,,,,
8/31/20,Brooklyn,12,Individuals,,,0,102,,,136
8/31/20,Brooklyn,13,Individuals,,,,,,120,
8/31/20,Brooklyn,14,Individuals,,,,,,,93
8/31/20,Brooklyn,15,Individuals,,,,,,,200
8/31/20,Brooklyn,16,Individuals,,,282,256,,261,2408
8/31/20,Brooklyn,17,Individuals,,,,136,,,645
8/31/20,Brooklyn,18,Individuals,,356,,,,,803
8/31/20,Manhattan,1,Individuals,,,,245,,116,
8/31/20,Manhattan,2,Individuals,,,,196,,,
8/31/20,Manhattan,3,Individuals,,,147,540,20,195,323
8/31/20,Manhattan,4,Individuals,,,0,1340,,487,
8/31/20,Manhattan,5,Individuals,,307,,1786,,1753,331
8/31/20,Manhattan,6,Individuals,,,521,526,,,
8/31/20,Manhattan,7,Individuals,,204,134,688,,,570
8/31/20,Manhattan,8,Individuals,,,38,305,,,
8/31/20,Manhattan,9,Individuals,,,,,,,649
8/31/20,Manhattan,10,Individuals,,,290,,,,774
8/31/20,Manhattan,11,Individuals,,,745,,,,588
8/31/20,Manhattan,12,Individuals,,,224,,,115,
8/31/20,Queens,1,Individuals,,,,1013,,206,355
8/31/20,Queens,2,Individuals,,277,,109,,447,220
8/31/20,Queens,3,Individuals,,,169,198,,,701
8/31/20,Queens,4,Individuals,,,,166,,92,507
8/31/20,Queens,5,Individuals,,,99,,,,
8/31/20,Queens,6,Individuals,,,,,,,
8/31/20,Queens,7,Individuals,,,101,199,,120,
8/31/20,Queens,8,Individuals,,,,,,,315
8/31/20,Queens,9,Individuals,,,0,,,,
8/31/20,Queens,10,Individuals,355,,167,55,,321,
8/31/20,Queens,11,Individuals,,,,,,,
8/31/20,Queens,12,Individuals,,256,151,1093,,,1319
8/31/20,Queens,13,Individuals,,,,606,,194,797
8/31/20,Queens,14,Individuals,,287,0,195,,169,168
8/31/20,Staten Island,1,Individuals,,,,,,,101
8/31/20,Staten Island,2,Individuals,,,,,,,
8/31/20,Staten Island,3,Individuals,,,,,,,
